state,E_total,D_total,B_total,E_child_share,E_minor_share,D_adult_share,B_adult_share,Avg_Update_Ratio,Avg_Demo_Ratio,Avg_Bio_Ratio,Active_Months,Total_Activity,log_activity,E_rank,D_rank,B_rank,AMI_raw,UPI_raw,E_cv,D_cv,B_cv,VSI_raw,lag1_corr,lag2_corr,TPS_raw,AMI,UPI,VSI,TPS,Policy_Category,Governance_Status,Policy_Action,Anomaly_Flag_Count,Anomaly_High_Stress,Anomaly_Pressure_Mismatch,Anomaly_Scale_Volatility,Anomaly_Governance_Outlier,Volatility_Excess,Governance_Distance,Priority_Score,AMI_robust,UPI_robust,VSI_robust,TPS_entropy,entropy_raw,TPS_robust,GMM_Cluster,GMM_Governance_Label,Mahalanobis_Distance,GMM_Prob_Cluster_0,GMM_Prob_Cluster_1,UMAP_1,UMAP_2
Chhattisgarh,99773,1421369,2559111,0.7011639498838521,0.19985514081445083,0.9154938982334423,0.6934302980924383,278.45167822827415,122.98638930158465,155.46528892668948,9,4080253,15.22166979934455,15.0,9.0,9.0,0.2857142829931973,0.999999551975903,0.9926235836814783,0.5508034013307942,0.3731776745402728,0.5474192714490103,-0.7606802743884891,-0.45491740727800495,0.746061801209637,0.7142857170068027,0.999999551975903,0.5474192714490103,0.746061801209637,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,-0.20258072855098974,0.4258318229814644,0.5162137515124158,0.6217524602247257,0.947955014593915,0.5210663902292726,0.16666666666666674,2.6416041678685933,0.16666666666666674,0,Expansion Phase,2.288010059235806,1.0,0.0,7.332148,7.867713
West Bengal,369242,2844318,2482178,0.6259952491730267,0.2876762730605853,0.9268928903539179,0.5929186498454202,653.5350473542779,389.2498195715853,264.28522778269263,9,5695738,15.555228909394893,4.0,4.0,11.0,0.15238095092970524,0.5442442602371207,1.0200062786759643,0.817222049926894,0.23029363074572684,0.9817997660250801,-0.6061471213920819,-0.25118054546776825,0.5802845555635363,0.8476190490702947,0.5442442602371207,0.9817997660250801,0.5802845555635363,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,0.14846643269174675,0.342755299295688,0.5079044035576694,0.6960000055845346,0.35066018401147536,0.7416122523632819,0.23676997261905075,2.4193819456463714,0.23676997261905075,0,Expansion Phase,1.6783968188828748,1.0,0.0,5.990623,9.267178
Gujarat,275042,1358115,3147888,0.6599701580740781,0.25557236314427745,0.8896880949386996,0.5468073800012839,78.74176621629293,32.65411718349306,46.087649032799874,9,4781045,15.380169908980069,7.0,10.0,7.0,0.1999999980952381,0.6012528381066714,0.6992481016385191,0.7502242257071305,0.3906928120755566,0.7685047454948256,-0.5100742753874005,-0.8547666182170983,0.47722128737015135,0.800000001904762,0.6012528381066714,0.7685047454948256,0.47722128737015135,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,-0.037050810060729966,0.28662289677420494,0.49705778014120133,0.6703990105233244,0.45610229793658513,0.6406160716438201,0.306873278571435,2.197159723424149,0.306873278571435,0,Expansion Phase,1.2762641769626675,1.0,0.0,5.598424,9.212136
Manipur,10047,209540,129510,0.44167251983366856,0.542602187619452,0.8571613598492935,0.3702003433144284,35.15348984636998,21.866546138524964,13.286943707845015,4,349097,12.763107964059243,24.0,22.0,23.0,0.6285714225850341,0.9249674385048,0.3180459169906698,0.794334154870189,0.5474738460627459,0.13747091957310034,-0.45014627906377447,1.0,0.41293282903622125,0.37142857741496593,0.9249674385048,0.13747091957310034,0.41293282903622125,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,-0.2791957470935663,0.3330993946621308,0.4921285378959742,0.4121716398596743,0.9107613054524636,0.30339713141581764,0.5943609377704335,0.8112781244591328,0.5943609377704335,0,Expansion Phase,2.6904571487027082,1.0,0.0,4.2882614,9.138179
Jharkhand,139010,1063490,1307805,0.5588784701519218,0.3742306114804703,0.9169585708840624,0.5590218712064016,2254.1959075762384,1233.1117899964183,1021.08411757982,6,2510305,14.735915216027857,11.0,12.0,15.0,0.3333333301587302,0.6193531432563179,0.8055510974391235,0.7576387202100415,0.5184922387080882,0.8118504260501227,-0.7335621360142228,0.4953519819467929,0.7169705013845425,0.6666666698412698,0.6193531432563179,0.8118504260501227,0.7169705013845425,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,0.17296153716123386,0.1524535379295985,0.47870778222839055,0.5935502274242273,0.49092264128886004,0.6625855676999028,0.5158037429793888,1.2516291673878228,0.5158037429793888,0,Expansion Phase,1.1718739480109888,1.0,0.0,6.9055014,9.751669
Karnataka,219576,1254761,2602079,0.6885715360107002,0.20054926121314956,0.8433225726685887,0.5310446519732067,116.05322335232901,49.68076895860338,66.37245439372562,9,4076416,15.220728974274364,9.0,11.0,8.0,0.23809523582766443,0.6324631849206708,0.8284906364178409,0.6801693665021037,0.24521874161399618,0.7758209684591568,-0.6704423295770099,-0.7010197671607147,0.6492579914539423,0.7619047641723355,0.6324631849206708,0.7758209684591568,0.6492579914539423,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,0.053598746236934613,0.24776168827237088,0.47765212288296843,0.6491545255265301,0.5162176595978459,0.6443689183349983,0.3769765845238191,1.974937501201927,0.3769765845238191,0,Expansion Phase,0.968767378182548,1.0,0.0,7.052464,9.300817
Madhya Pradesh,487892,2104635,5819736,0.6868203513957786,0.26830298932655,0.8546046478264983,0.4749162929210526,264.2326353121013,105.51623024058478,158.71640507151653,9,8412263,15.945201199049786,3.0,5.0,3.0,0.07619047546485262,0.597383555756217,0.84557799734155,0.5208753362062732,0.4008232641366187,0.897476331500919,-0.7205743029214482,-0.7674232212985619,0.7030376516672944,0.9238095245351474,0.597383555756217,0.897476331500919,0.7030376516672944,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,-0.01919033516574764,0.4103915499479687,0.4705956668151212,0.7345151266101613,0.44870259458104916,0.7039243294532725,0.14020661190476824,2.725480556997868,0.14020661190476824,0,Expansion Phase,1.8439257230058825,1.0,0.0,6.559181,9.267835
Chandigarh,2620,30410,22779,0.8797650880031963,0.0956780308490218,0.8680266927216402,0.46939789067462917,42.94103986379813,24.549476117487153,18.391563746310982,5,55809,10.92970834378248,30.0,26.0,31.0,0.7999999923809524,0.6971640109994648,0.5205237935505915,0.470382432152055,0.4513613499553188,0.471907680685179,-0.88347017918006,0.6089978722137696,0.8777861064140151,0.20000000761904757,0.6971640109994648,0.471907680685179,0.8777861064140151,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,1,False,False,True,False,0.27746323624073455,0.32267651244072854,0.4690689014264264,0.3141067083419199,0.6374631803214558,0.47893360977072735,0.17227062322935716,1.9219280948873623,0.17227062322935716,0,Expansion Phase,2.090352215776013,1.0,0.0,2.5388224,8.005017
Jammu And Kashmir,47629,219616,594072,0.758820428460916,0.21168590591158815,0.8530574784440754,0.44423547077668596,151.60528812964472,30.127565758291514,121.47772237135318,7,861317,13.66621905320048,20.0,21.0,20.0,0.5523809471201815,0.6200146781115413,0.8769882358546758,0.5308488635630975,0.2802117915307559,0.445555961520005,-0.4692197760063458,-0.06352991949314375,0.43339414576126284,0.4476190528798185,0.6200146781115413,0.445555961520005,0.43339414576126284,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,0.0011115170755605641,0.06678911118528837,0.46595265937322916,0.45867836250385774,0.4921990051539332,0.4642701051583205,0.24196072888010556,2.1280852788913944,0.24196072888010556,0,Expansion Phase,1.6141385100240744,1.0,0.0,4.11964,9.976586
Uttar Pradesh,1002631,6460511,9367083,0.48670712239233715,0.48031863113282647,0.9056571542786028,0.35226871525040404,70.8620396966587,37.26555111532497,33.59648858133373,9,16830225,16.63868699447849,1.0,1.0,1.0,0.0,0.5846256932941682,0.71796004817455,0.8718054247104424,0.24119247742271993,0.7778191253125293,-0.5811636972332161,-0.17137593712049387,0.5534832953578294,1.0,0.5846256932941682,0.7778191253125293,0.5534832953578294,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,-0.22218087468747072,0.4873122172815095,0.45914583024481687,0.7697647726708522,0.42448168324225294,0.6453908153656952,0.14020661190476824,2.725480556997868,0.14020661190476824,0,Expansion Phase,2.2814628217406496,1.0,0.0,6.0218487,9.693631
Bihar,547367,3638841,4284511,0.4023004448691029,0.5527130962169086,0.9135636335709327,0.5629286412096498,95.65479646080144,46.283026528768964,49.37176993203246,8,8470719,15.952126068918627,2.0,3.0,5.0,0.06666666603174604,0.5457918712766545,0.675550024148067,0.8778900769297584,0.37046606801645965,0.8115396542899144,-0.7496898849417505,-0.15435392570458936,0.7342717325044404,0.9333333339682539,0.5457918712766545,0.8115396542899144,0.7342717325044404,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,-0.13290479015453005,0.42629373275153115,0.4264347950577615,0.739104440803411,0.3533853717678276,0.6624303933851435,0.25,2.25,0.25,0,Expansion Phase,2.258046858938255,1.0,0.0,6.5014133,9.723295
Telangana,128948,996511,1508625,0.7661898643522215,0.20505521459021228,0.8532109537846309,0.4483091062225014,88.58421245947692,13.605088719724336,74.97912373975258,8,2634084,14.784046431076002,12.0,13.0,14.0,0.3428571395918368,0.6776154834938435,0.9978573832171115,0.7993908680655131,0.14350028972238218,0.33179814358019616,-0.5411016418556815,-0.6970333400954277,0.510506257313678,0.6571428604081633,0.6776154834938435,0.33179814358019616,0.510506257313678,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,-0.36264630086424826,0.15256692125097857,0.41841864343965013,0.5878283601403258,0.6019171986084126,0.40198399320459605,0.2814536459234779,2.1556390622295662,0.2814536459234779,0,Expansion Phase,2.045870271952257,1.0,0.0,4.756455,9.903622
Odisha,119708,575596,1205845,0.7882856143055987,0.19632829799512366,0.8585848617064841,0.4477008189996224,136.24356932981442,6.374366547107403,129.86920278270705,5,1901149,14.457969524196697,14.0,18.0,17.0,0.43809523392290256,0.5581870013295308,0.7871784390912111,0.574123708583096,0.20208752733722918,0.6599766274435787,-0.8253243364425775,-0.038008798646207195,0.8154094741646537,0.5619047660770975,0.5581870013295308,0.6599766274435787,0.8154094741646537,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,0.13219884966580087,0.08128001549404364,0.41317788581911347,0.5295484569960197,0.3755444134452018,0.5831398586309392,0.17227062322935716,1.9219280948873623,0.17227062322935716,0,Expansion Phase,1.1741716520612815,1.0,0.0,6.941403,10.172256
Dadra And Nagar Haveli And Daman And Diu,1053,7254,14691,0.8784087668873886,0.09638468639204524,0.826279687935038,0.5421947164243565,21.952124817562005,7.8793744551863885,14.072750362375617,4,22998,10.043206015705211,33.0,33.0,32.0,0.9047618961451248,0.7086683540651476,0.5598057652570815,0.3041667722769807,0.5750913828909319,0.06374044220303784,-0.6679234891151222,-1.0,0.6465558759149977,0.09523810385487519,0.7086683540651476,0.06374044220303784,0.6465558759149977,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,0,False,False,False,False,-0.07514844668585105,0.4275043524707519,0.3897006312018167,0.26089555919658913,0.6577270797943922,0.2697628175172297,0.0,2.0,0.0,0,Expansion Phase,1.8824519134371378,1.0,0.0,3.004192,8.512889
Mizoram,5774,18550,68091,0.7043480339199016,0.21360410810111197,0.8749370674780537,0.35772870667309387,20.549678541507095,3.511242121672521,17.038436419834575,8,92415,11.434055402812444,27.0,31.0,25.0,0.7619047546485261,0.5618302437127164,0.4443737322895949,0.6988279605186004,0.7686559386905991,0.29459318756077874,-0.7004579423984187,-0.5436764559939973,0.6814575908501226,0.23809524535147386,0.5618302437127164,0.29459318756077874,0.6814575908501226,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,0,False,False,False,False,-0.010962367994776845,0.2831136818334328,0.38209632729883775,0.33485133147167456,0.38216277933454035,0.3821835057660145,0.646240625180289,1.061278124459133,0.646240625180289,0,Expansion Phase,1.1368945871364828,1.0,0.0,2.6632917,8.885296
Assam,225359,755097,945150,0.5436599242992767,0.3185501848637164,0.9109144571801954,0.39447851106469417,17.445419659019485,9.047530286130458,8.39788937288903,9,1925606,14.47075180067497,8.0,16.0,18.0,0.3714285678911565,0.25385124302450335,0.6481565726768339,0.9010883434268265,0.23739633307712527,0.5590443244475237,0.42946418743263226,0.3799854716431699,0.39074587356207297,0.6285714321088435,0.25385124302450335,0.5590443244475237,0.39074587356207297,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,0.0034887688919681414,0.38744494574238647,0.374910136095933,0.5705256498619439,0.054273724813571025,0.5275411723988312,0.306873278571435,2.197159723424149,0.306873278571435,0,Expansion Phase,2.5379093889300286,1.0,0.0,3.4635627,10.187613
Andaman And Nicobar Islands,491,4054,7874,0.9350609961017274,0.06493899493806404,0.910757208833957,0.34609134434518235,24.99339315623346,8.710834994703848,16.28255816152961,4,12419,9.42706335548747,35.0,34.0,33.0,0.9428571338775511,0.7768829494770417,0.3625254552951083,0.4446373112333133,0.31043545405938067,0.0,-0.981928437875302,-0.9999999999999998,0.9834083539455073,0.0571428661224489,0.7768829494770417,0.0,0.9834083539455073,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,1,False,False,False,False,-0.08333333333333333,0.482011757360367,0.3681689274417661,0.24305838585786288,0.7649090172609243,0.24265648544013596,0.25,1.5,0.25,0,Expansion Phase,2.3594368351802344,1.0,0.0,2.3311644,8.231266
Tripura,9890,76911,82741,0.6690291088985658,0.3157784139939237,0.907047945069522,0.5294369079593408,16.95096000976903,8.146199521903661,8.80476048786537,4,169542,12.04086186094509,25.0,24.0,24.0,0.6666666603174604,0.5945947061749611,0.2674948960152564,0.37926334539471046,0.30876326630194323,0.07590931844238646,-0.5475669765822316,-1.0,0.517442020691084,0.33333333968253964,0.5945947061749611,0.07590931844238646,0.517442020691084,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,-0.28520179266872464,0.18333519853212527,0.3605340033566142,0.3894414867467716,0.44338299149098753,0.2751494717293644,0.25,1.5,0.25,0,Expansion Phase,1.9635536199150654,1.0,0.0,3.3820536,9.047292
Goa,2238,21521,24778,0.8353980980989695,0.10393213130322439,0.925189794380531,0.4149162278641401,24.7644429195759,11.396210765344605,13.368232154231295,4,48537,10.790102275300281,31.0,28.0,30.0,0.8190476112471656,0.7055860302780044,0.4508003300598628,0.2883272080801953,0.26093932843578743,0.14225738939916183,-0.9938757092247676,1.0,0.9962249288933247,0.18095238875283437,0.7055860302780044,0.14225738939916183,0.9962249288933247,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,0,False,False,False,False,-0.02440927726750483,0.34315897005037205,0.32989993177924337,0.3039999944154652,0.6523503934023138,0.3056609687200406,0.25,1.5,0.25,0,Expansion Phase,2.04389076873532,1.0,0.0,2.1802099,8.226234
Puducherry,2950,20074,35729,0.9170576821190471,0.06548544055832337,0.8450333790004912,0.564903106411046,20.833790767146276,7.907041906137485,12.926748861008793,4,58753,10.981114514795102,29.0,30.0,28.0,0.7999999923809524,0.6655276724606968,0.41417089113699984,0.27414155926763,0.344415009407299,0.08920809323021578,-0.8854061954986084,1.0,0.8798629905427064,0.20000000761904757,0.6655276724606968,0.08920809323021578,0.8798629905427064,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,0,False,False,False,False,-0.16079190676978422,0.317009965711823,0.3259877261753169,0.3141067083419199,0.5793594549339348,0.2811119957734004,0.25,1.5,0.25,0,Expansion Phase,1.6696144049903616,1.0,0.0,2.0994005,7.8674335
Nagaland,6349,20266,38154,0.28849318128921797,0.6431020619620292,0.874151491107049,0.5610867354179562,17.467519428840394,6.1369824418245535,11.330536987015838,4,64769,11.078597812176962,26.0,29.0,27.0,0.7523809452154195,0.34273488840210947,0.6328996788018124,0.06091364190975879,0.013689996372476773,0.3325012582344822,-0.7043612939123757,0.9999999999999999,0.6856449567986279,0.24761905478458046,0.34273488840210947,0.3325012582344822,0.6856449567986279,Expansion Phase,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,0.05472348045670439,0.38762518655182293,0.32405488424106976,0.340142874130262,0.10231623541109988,0.4023615116238968,0.0,2.0,0.0,0,Expansion Phase,1.6756702521504023,1.0,0.0,2.4201107,9.426801
Sikkim,1568,11264,6007,0.5543337885772583,0.38839095617796815,0.9178008659592536,0.4310049080150546,15.820288066170455,10.19946812363831,5.620819942532146,4,18839,9.843737548130354,32.0,32.0,34.0,0.9047618961451248,0.42312278498801503,0.6645102114745763,0.4239494664860912,0.22337426760230797,0.22795016729845102,-0.9973937304186988,0.9999999999999999,0.9999989272383146,0.09523810385487519,0.42312278498801503,0.22795016729845102,0.9999989272383146,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,1,False,False,False,False,0.11683905618733992,0.46473163718630517,0.3119007814878668,0.26089555919658913,0.17491713867519443,0.34771090842982505,0.0,2.0,0.0,0,Expansion Phase,2.113912284339244,1.0,0.0,1.7650851,8.251943
Kerala,72910,497093,530732,0.7233230777608685,0.24433468358452576,0.9157283395324834,0.6286178793992605,14.747158617418613,7.143916772527958,7.603241844890656,4,1100735,13.911489604936165,19.0,19.0,21.0,0.5333333282539683,0.533925162150044,0.2027475077667033,0.311603515563952,0.2304451884314444,0.07837470600120867,-0.7093222345169841,-1.0,0.6909668638023956,0.4666666717460317,0.533925162150044,0.07837470600120867,0.6909668638023956,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,0,False,False,False,False,-0.39384751622101355,0.10193790399354576,0.2949111852102331,0.4704515430039803,0.3327441060577396,0.2762488898349092,0.0,2.0,0.0,0,Expansion Phase,2.5110564446914827,1.0,0.0,2.9740548,9.294248
Arunachal Pradesh,3756,22226,30399,0.5042785355523709,0.46301574264959483,0.8244719029369583,0.2730506277132636,18.083583516781843,7.033186968868303,11.05039654791354,4,56381,10.93990523761112,28.0,27.0,29.0,0.7714285640816327,0.5310702969957226,0.6326231174772585,0.41400621613064426,0.19443031970716215,0.13957985796815056,-0.9091994396180334,1.0,0.9053874712034696,0.22857143591836726,0.5310702969957226,0.13957985796815056,0.9053874712034696,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,0,False,False,False,False,-0.08264236425407165,0.3004649618877519,0.29028141575822375,0.3296009894766755,0.32786906046903763,0.3043934214894352,0.0,2.0,0.0,0,Expansion Phase,1.6196231681400708,1.0,0.0,1.7427794,7.6976476
Meghalaya,23877,63941,38284,0.21654986342377666,0.3510769209060447,0.8961787322182468,0.4796095953186235,7.649091283520995,4.9531401969191275,2.695951086601868,5,126102,11.744854312312365,22.0,25.0,26.0,0.6666666603174604,0.0,0.6731667749039838,0.6165617525331731,0.3259581817430671,0.37573101851133967,-0.5789933853927887,0.19496939568200708,0.5511550679702244,0.33333333968253964,0.0,0.37573101851133967,0.5511550679702244,Expansion Phase,Transitional,Balance investment across enrollment and update services.,1,False,False,False,True,0.04239768517800635,0.6497622662658427,0.28786840706553607,0.3894414867467716,0.008021369734241104,0.425778672665529,0.17227062322935716,1.9219280948873623,0.17227062322935716,0,Expansion Phase,3.2698761362968902,1.0,0.0,2.8225558,9.9007845
