state,E_total,D_total,B_total,E_child_share,E_minor_share,D_adult_share,B_adult_share,Avg_Update_Ratio,Avg_Demo_Ratio,Avg_Bio_Ratio,Active_Months,Total_Activity,log_activity,E_rank,D_rank,B_rank,AMI_raw,UPI_raw,E_cv,D_cv,B_cv,VSI_raw,lag1_corr,lag2_corr,TPS_raw,AMI,UPI,VSI,TPS,Policy_Category,Governance_Status,Policy_Action,Anomaly_High_Stress,Anomaly_Pressure_Mismatch,Expected_VSI,Volatility_Excess,Anomaly_Scale_Volatility,Governance_Distance,Anomaly_Governance_Outlier,IF_Anomaly_Score,ECOD_Anomaly_Score,Ensemble_Anomaly_Score,Ensemble_Anomaly,Anomaly_Severity_Rank,Anomaly_Flag_Count
Rajasthan,340591,2058896,3927997,0.6306890256908692,0.3301931356778771,0.8930695779774207,0.5108784587532917,1532.9411767975016,1004.552714783461,528.3884620140406,9,6327484,15.660413400794102,6.0,6.0,6.0,0.14285714149659864,0.6327956100229555,1.0539514962193892,1.102862246889395,0.3736819373195241,0.999999632151164,-0.6875306957730261,-0.056887558853119205,0.6675897359737306,0.8571428585034013,0.6327956100229555,0.999999632151164,0.6675897359737306,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.8611111111111112,0.1388885210400529,False,0.3429684826275326,False,0.33671251128207913,0.4866136721494384,0.41166309171575877,0,11,0
West Bengal,369242,2844318,2482178,0.6259952491730267,0.2876762730605853,0.9268928903539179,0.5929186498454202,653.5350473542779,389.2498195715853,264.28522778269263,9,5695738,15.555228909394893,4.0,4.0,11.0,0.15238095092970524,0.5442442602371207,1.0200062786759643,0.817222049926894,0.23029363074572684,0.9817997660250801,-0.6061471213920819,-0.25118054546776825,0.5802845555635363,0.8476190490702947,0.5442442602371207,0.9817997660250801,0.5802845555635363,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.8333333333333334,0.14846643269174675,False,0.342755299295688,False,0.3423241375742866,0.47982347921151614,0.41107380839290136,0,12,0
Tamil Nadu,215710,1686594,4572151,0.7233717823724083,0.20429056860605455,0.8605601418743396,0.533546594120101,3826.4113404891905,1265.2495845338253,2561.161755955365,9,6474455,15.683375146576365,10.0,7.0,4.0,0.1714285697959184,0.8573241541079368,1.2480086765264917,0.9220681781719835,0.23187341062404082,0.9125099876607508,-0.5437256473715929,-0.19325283303856228,0.5133211898932137,0.8285714302040816,0.8573241541079368,0.9125099876607508,0.5133211898932137,High Maintenance Stress,Transitional,Balance investment across enrollment and update services.,False,False,0.8888888888888888,0.023621098771861915,False,0.3913937099385775,False,0.29879880780866586,0.4984072231817409,0.3986030154952034,0,14,0
Madhya Pradesh,487892,2104635,5819736,0.6868203513957786,0.26830298932655,0.8546046478264983,0.4749162929210526,264.2326353121013,105.51623024058478,158.71640507151653,9,8412263,15.945201199049786,3.0,5.0,3.0,0.07619047546485262,0.597383555756217,0.84557799734155,0.5208753362062732,0.4008232641366187,0.897476331500919,-0.7205743029214482,-0.7674232212985619,0.7030376516672944,0.9238095245351474,0.597383555756217,0.897476331500919,0.7030376516672944,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.9166666666666666,-0.01919033516574764,False,0.4103915499479687,False,0.19809555138489454,0.36869408639157064,0.2833948188882326,0,21,0
Haryana,95085,825843,1600264,0.8183186057027473,0.15405957506310908,0.8792628623292129,0.5753976727056074,218.47716050168594,86.20001678889159,132.27714371279433,9,2521192,14.740242760161582,16.0,15.0,13.0,0.39047618675736967,0.7997379526444595,0.7890232100792532,0.3141833163853162,0.27029616826401154,0.8189305049322579,-0.6078144694528999,-0.6103300237118634,0.5820732226792729,0.6095238132426304,0.7997379526444595,0.8189305049322579,0.5820732226792729,High Maintenance Stress,Transitional,Balance investment across enrollment and update services.,False,False,0.6666666666666666,0.1522638382655913,False,0.1998350910635682,False,0.11588498171910433,0.1847435438367587,0.15031426277793153,0,31,0
Jharkhand,139010,1063490,1307805,0.5588784701519218,0.3742306114804703,0.9169585708840624,0.5590218712064016,2254.1959075762384,1233.1117899964183,1021.08411757982,6,2510305,14.735915216027857,11.0,12.0,15.0,0.3333333301587302,0.6193531432563179,0.8055510974391235,0.7576387202100415,0.5184922387080882,0.8118504260501227,-0.7335621360142228,0.4953519819467929,0.7169705013845425,0.6666666698412698,0.6193531432563179,0.8118504260501227,0.7169705013845425,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.6388888888888888,0.17296153716123386,False,0.1524535379295985,False,4.501432560033436e-10,0.11222708801939171,0.056113544234767485,0,35,0
Bihar,547367,3638841,4284511,0.4023004448691029,0.5527130962169086,0.9135636335709327,0.5629286412096498,95.65479646080144,46.283026528768964,49.37176993203246,8,8470719,15.952126068918627,2.0,3.0,5.0,0.06666666603174604,0.5457918712766545,0.675550024148067,0.8778900769297584,0.37046606801645965,0.8115396542899144,-0.7496898849417505,-0.15435392570458936,0.7342717325044404,0.9333333339682539,0.5457918712766545,0.8115396542899144,0.7342717325044404,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.9444444444444444,-0.13290479015453005,False,0.42629373275153115,False,0.2351045752846881,0.37375542047030824,0.30442999787749814,0,18,0
Uttar Pradesh,1002631,6460511,9367083,0.48670712239233715,0.48031863113282647,0.9056571542786028,0.35226871525040404,70.8620396966587,37.26555111532497,33.59648858133373,9,16830225,16.63868699447849,1.0,1.0,1.0,0.0,0.5846256932941682,0.71796004817455,0.8718054247104424,0.24119247742271993,0.7778191253125293,-0.5811636972332161,-0.17137593712049387,0.5534832953578294,1.0,0.5846256932941682,0.7778191253125293,0.5534832953578294,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,1.0,-0.22218087468747072,False,0.4873122172815095,False,0.29482277164498183,0.4510699227873496,0.3729463472161657,0,15,0
Karnataka,219576,1254761,2602079,0.6885715360107002,0.20054926121314956,0.8433225726685887,0.5310446519732067,116.05322335232901,49.68076895860338,66.37245439372562,9,4076416,15.220728974274364,9.0,11.0,8.0,0.23809523582766443,0.6324631849206708,0.8284906364178409,0.6801693665021037,0.24521874161399618,0.7758209684591568,-0.6704423295770099,-0.7010197671607147,0.6492579914539423,0.7619047641723355,0.6324631849206708,0.7758209684591568,0.6492579914539423,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.7222222222222222,0.053598746236934613,False,0.24776168827237088,False,0.011499730891696314,0.0505455898439994,0.031022660367847857,0,36,0
Gujarat,275042,1358115,3147888,0.6599701580740781,0.25557236314427745,0.8896880949386996,0.5468073800012839,78.74176621629293,32.65411718349306,46.087649032799874,9,4781045,15.380169908980069,7.0,10.0,7.0,0.1999999980952381,0.6012528381066714,0.6992481016385191,0.7502242257071305,0.3906928120755566,0.7685047454948256,-0.5100742753874005,-0.8547666182170983,0.47722128737015135,0.800000001904762,0.6012528381066714,0.7685047454948256,0.47722128737015135,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.8055555555555556,-0.037050810060729966,False,0.28662289677420494,False,0.11554587523247883,0.21713052616989642,0.16633820070118763,0,28,0
Andhra Pradesh,124272,1518607,2501526,0.7172304111234563,0.20603870424771173,0.8549996762178547,0.46366095977208854,1076.6458988333875,477.5033243592994,599.1425744740881,7,4144405,15.23727003109539,13.0,8.0,10.0,0.26666666412698414,0.9060665684457017,0.9469680879687522,0.5496897101746334,0.24814908901750732,0.7673624021146104,-0.5278973766852372,-0.12769138205410233,0.49634122755603177,0.7333333358730159,0.9060665684457017,0.7673624021146104,0.49634122755603177,High Maintenance Stress,Transitional,Balance investment across enrollment and update services.,False,False,0.7777777777777778,-0.010415375663167414,False,0.35708711830952083,False,0.21854109554538426,0.3472407284175317,0.282890911981458,0,22,0
Odisha,119708,575596,1205845,0.7882856143055987,0.19632829799512366,0.8585848617064841,0.4477008189996224,136.24356932981442,6.374366547107403,129.86920278270705,5,1901149,14.457969524196697,14.0,18.0,17.0,0.43809523392290256,0.5581870013295308,0.7871784390912111,0.574123708583096,0.20208752733722918,0.6599766274435787,-0.8253243364425775,-0.038008798646207195,0.8154094741646537,0.5619047660770975,0.5581870013295308,0.6599766274435787,0.8154094741646537,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.5277777777777778,0.13219884966580087,False,0.08128001549404364,False,0.22821470187800186,0.09646622778382867,0.16234046483091527,0,29,0
Assam,225359,755097,945150,0.5436599242992767,0.3185501848637164,0.9109144571801954,0.39447851106469417,17.445419659019485,9.047530286130458,8.39788937288903,9,1925606,14.47075180067497,8.0,16.0,18.0,0.3714285678911565,0.25385124302450335,0.6481565726768339,0.9010883434268265,0.23739633307712527,0.5590443244475237,0.42946418743263226,0.3799854716431699,0.39074587356207297,0.6285714321088435,0.25385124302450335,0.5590443244475237,0.39074587356207297,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.5555555555555556,0.0034887688919681414,False,0.38744494574238647,False,0.7008175744711225,0.4877782927401417,0.5942979336056321,0,5,0
Chhattisgarh,99773,1421369,2559111,0.7011639498838521,0.19985514081445083,0.9154938982334423,0.6934302980924383,278.45167822827415,122.98638930158465,155.46528892668948,9,4080253,15.22166979934455,15.0,9.0,9.0,0.2857142829931973,0.999999551975903,0.9926235836814783,0.5508034013307942,0.3731776745402728,0.5474192714490103,-0.7606802743884891,-0.45491740727800495,0.746061801209637,0.7142857170068027,0.999999551975903,0.5474192714490103,0.746061801209637,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.75,-0.20258072855098974,False,0.4258318229814644,False,0.47047850219716025,0.42902959073173935,0.44975404646444983,0,10,0
Jammu And Kashmir,47629,219616,594072,0.758820428460916,0.21168590591158815,0.8530574784440754,0.44423547077668596,151.60528812964472,30.127565758291514,121.47772237135318,7,861317,13.66621905320048,20.0,21.0,20.0,0.5523809471201815,0.6200146781115413,0.8769882358546758,0.5308488635630975,0.2802117915307559,0.445555961520005,-0.4692197760063458,-0.06352991949314375,0.43339414576126284,0.4476190528798185,0.6200146781115413,0.445555961520005,0.43339414576126284,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.4444444444444444,0.0011115170755605641,False,0.06678911118528837,False,0.16281261216851728,0.09231155064744766,0.12756208140798247,0,32,0
Uttarakhand,36956,337421,740796,0.7688344442323551,0.18175899708618448,0.8912268176366506,0.48704584324035466,113.32677151905187,41.01121115343955,72.31556036561233,9,1115173,13.924521004512886,21.0,20.0,19.0,0.5428571376870749,0.8597946965364337,0.9769049868510595,0.5628955584055204,0.5575478328640002,0.38161755337196346,-0.3279592655545696,0.2238391020397784,0.28185528249997843,0.4571428623129251,0.8597946965364337,0.38161755337196346,0.28185528249997843,Unpredictable - Needs Monitoring,Unpredictable System,Increase monitoring and investigate administrative or reporting irregularities.,False,False,0.5,-0.11838244662803654,False,0.2425644860741772,False,0.5385710740297784,0.3727283209860884,0.4556496975079334,0,9,0
Nagaland,6349,20266,38154,0.28849318128921797,0.6431020619620292,0.874151491107049,0.5610867354179562,17.467519428840394,6.1369824418245535,11.330536987015838,4,64769,11.078597812176962,26.0,29.0,27.0,0.7523809452154195,0.34273488840210947,0.6328996788018124,0.06091364190975879,0.013689996372476773,0.3325012582344822,-0.7043612939123757,0.9999999999999999,0.6856449567986279,0.24761905478458046,0.34273488840210947,0.3325012582344822,0.6856449567986279,Expansion Phase,Transitional,Balance investment across enrollment and update services.,False,False,0.2777777777777778,0.05472348045670439,False,0.38762518655182293,False,0.3500119631434261,0.21892631042033825,0.2844691367818822,0,20,0
Telangana,128948,996511,1508625,0.7661898643522215,0.20505521459021228,0.8532109537846309,0.4483091062225014,88.58421245947692,13.605088719724336,74.97912373975258,8,2634084,14.784046431076002,12.0,13.0,14.0,0.3428571395918368,0.6776154834938435,0.9978573832171115,0.7993908680655131,0.14350028972238218,0.33179814358019616,-0.5411016418556815,-0.6970333400954277,0.510506257313678,0.6571428604081633,0.6776154834938435,0.33179814358019616,0.510506257313678,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.6944444444444444,-0.36264630086424826,False,0.15256692125097857,False,0.22023057058694595,0.12810839079681813,0.17416948069188204,0,27,0
Mizoram,5774,18550,68091,0.7043480339199016,0.21360410810111197,0.8749370674780537,0.35772870667309387,20.549678541507095,3.511242121672521,17.038436419834575,8,92415,11.434055402812444,27.0,31.0,25.0,0.7619047546485261,0.5618302437127164,0.4443737322895949,0.6988279605186004,0.7686559386905991,0.29459318756077874,-0.7004579423984187,-0.5436764559939973,0.6814575908501226,0.23809524535147386,0.5618302437127164,0.29459318756077874,0.6814575908501226,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,False,False,0.3055555555555556,-0.010962367994776845,False,0.2831136818334328,False,0.13523582517559063,0.09231155064744766,0.11377368791151915,0,33,0
Goa,2238,21521,24778,0.8353980980989695,0.10393213130322439,0.925189794380531,0.4149162278641401,24.7644429195759,11.396210765344605,13.368232154231295,4,48537,10.790102275300281,31.0,28.0,30.0,0.8190476112471656,0.7055860302780044,0.4508003300598628,0.2883272080801953,0.26093932843578743,0.14225738939916183,-0.9938757092247676,1.0,0.9962249288933247,0.18095238875283437,0.7055860302780044,0.14225738939916183,0.9962249288933247,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,False,False,0.16666666666666666,-0.02440927726750483,False,0.34315897005037205,False,0.31509363175455074,0.43018454630987324,0.372639089032212,0,16,0
Arunachal Pradesh,3756,22226,30399,0.5042785355523709,0.46301574264959483,0.8244719029369583,0.2730506277132636,18.083583516781843,7.033186968868303,11.05039654791354,4,56381,10.93990523761112,28.0,27.0,29.0,0.7714285640816327,0.5310702969957226,0.6326231174772585,0.41400621613064426,0.19443031970716215,0.13957985796815056,-0.9091994396180334,1.0,0.9053874712034696,0.22857143591836726,0.5310702969957226,0.13957985796815056,0.9053874712034696,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,False,False,0.2222222222222222,-0.08264236425407165,False,0.3004649618877519,False,0.24072090889767594,0.39233916444053274,0.31653003666910434,0,17,0
Manipur,10047,209540,129510,0.44167251983366856,0.542602187619452,0.8571613598492935,0.3702003433144284,35.15348984636998,21.866546138524964,13.286943707845015,4,349097,12.763107964059243,24.0,22.0,23.0,0.6285714225850341,0.9249674385048,0.3180459169906698,0.794334154870189,0.5474738460627459,0.13747091957310034,-0.45014627906377447,1.0,0.41293282903622125,0.37142857741496593,0.9249674385048,0.13747091957310034,0.41293282903622125,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.4166666666666667,-0.2791957470935663,False,0.3330993946621308,False,0.5160635786318881,0.49621550310681783,0.506139540869353,0,8,0
Puducherry,2950,20074,35729,0.9170576821190471,0.06548544055832337,0.8450333790004912,0.564903106411046,20.833790767146276,7.907041906137485,12.926748861008793,4,58753,10.981114514795102,29.0,30.0,28.0,0.7999999923809524,0.6655276724606968,0.41417089113699984,0.27414155926763,0.344415009407299,0.08920809323021578,-0.8854061954986084,1.0,0.8798629905427064,0.20000000761904757,0.6655276724606968,0.08920809323021578,0.8798629905427064,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,False,False,0.25,-0.16079190676978422,False,0.317009965711823,False,0.2058998058442686,0.3337183185260446,0.2698090621851566,0,23,0
Kerala,72910,497093,530732,0.7233230777608685,0.24433468358452576,0.9157283395324834,0.6286178793992605,14.747158617418613,7.143916772527958,7.603241844890656,4,1100735,13.911489604936165,19.0,19.0,21.0,0.5333333282539683,0.533925162150044,0.2027475077667033,0.311603515563952,0.2304451884314444,0.07837470600120867,-0.7093222345169841,-1.0,0.6909668638023956,0.4666666717460317,0.533925162150044,0.07837470600120867,0.6909668638023956,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.4722222222222222,-0.39384751622101355,False,0.10193790399354576,False,0.2578985702823372,0.20619690181079775,0.23204773604656748,0,26,0
Tripura,9890,76911,82741,0.6690291088985658,0.3157784139939237,0.907047945069522,0.5294369079593408,16.95096000976903,8.146199521903661,8.80476048786537,4,169542,12.04086186094509,25.0,24.0,24.0,0.6666666603174604,0.5945947061749611,0.2674948960152564,0.37926334539471046,0.30876326630194323,0.07590931844238646,-0.5475669765822316,-1.0,0.517442020691084,0.33333333968253964,0.5945947061749611,0.07590931844238646,0.517442020691084,Balanced / Transitional,Transitional,Balance investment across enrollment and update services.,False,False,0.3611111111111111,-0.28520179266872464,False,0.18333519853212527,False,0.24350049102627602,0.26108820704826785,0.25229434903727194,0,25,0
Dadra And Nagar Haveli And Daman And Diu,1053,7254,14691,0.8784087668873886,0.09638468639204524,0.826279687935038,0.5421947164243565,21.952124817562005,7.8793744551863885,14.072750362375617,4,22998,10.043206015705211,33.0,33.0,32.0,0.9047618961451248,0.7086683540651476,0.5598057652570815,0.3041667722769807,0.5750913828909319,0.06374044220303784,-0.6679234891151222,-1.0,0.6465558759149977,0.09523810385487519,0.7086683540651476,0.06374044220303784,0.6465558759149977,Balanced / Transitional,Stable Mature,Optimize operations and invest in fraud detection plus service quality.,False,False,0.1388888888888889,-0.07514844668585105,False,0.4275043524707519,False,0.369613053211722,0.45024885050350516,0.4099309518576136,0,13,0
